id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
10946,Female,36,1,13.0,0,1-2 Year,Yes,20353.0,124.0,120,0
10947,Male,25,1,6.0,1,< 1 Year,No,30734.0,152.0,253,0
10948,Female,48,1,28.0,0,1-2 Year,Yes,44902.0,26.0,66,0
10949,Male,77,1,40.0,1,1-2 Year,No,41054.0,124.0,67,0
10950,Male,56,1,28.0,1,1-2 Year,Yes,50938.0,25.0,181,0
10951,Male,57,1,8.0,0,1-2 Year,Yes,2630.0,26.0,259,0
10952,Male,28,1,18.0,0,< 1 Year,Yes,2630.0,156.0,277,0
10953,Male,50,1,28.0,1,1-2 Year,No,37703.0,124.0,87,0
10954,Male,25,1,15.0,1,< 1 Year,No,36862.0,152.0,216,0
10955,Female,32,1,28.0,0,1-2 Year,Yes,40625.0,26.0,287,0
10956,Male,36,1,31.0,0,1-2 Year,Yes,2630.0,124.0,264,0
10957,Female,25,1,17.0,1,< 1 Year,No,39974.0,152.0,44,0
10958,Male,45,1,28.0,0,1-2 Year,Yes,64834.0,124.0,236,0
10959,Female,38,1,28.0,0,> 2 Years,Yes,39582.0,124.0,209,1
10960,Female,25,1,8.0,1,< 1 Year,No,45898.0,151.0,218,0
10961,Male,26,1,19.0,0,< 1 Year,Yes,30425.0,152.0,155,0
10962,Female,25,1,8.0,1,< 1 Year,No,26356.0,152.0,242,0
10963,Female,24,1,28.0,0,< 1 Year,Yes,49323.0,152.0,69,1
10964,Male,28,1,41.0,0,< 1 Year,Yes,34577.0,107.0,285,0
10965,Male,58,1,23.0,0,1-2 Year,Yes,35961.0,124.0,84,0
10966,Male,56,1,28.0,1,1-2 Year,No,50240.0,125.0,57,0
10967,Male,31,1,46.0,1,< 1 Year,No,2630.0,160.0,283,0
10968,Male,62,1,28.0,0,1-2 Year,Yes,30303.0,26.0,154,1
10969,Male,27,1,41.0,1,< 1 Year,No,61431.0,152.0,117,0
10970,Female,23,1,18.0,1,< 1 Year,No,37937.0,152.0,290,0
10971,Female,25,1,8.0,0,< 1 Year,Yes,30996.0,152.0,274,0
10972,Female,57,1,18.0,1,1-2 Year,No,28244.0,124.0,70,0
10973,Female,22,1,12.0,0,< 1 Year,Yes,39108.0,160.0,196,0
10974,Male,41,1,28.0,0,1-2 Year,Yes,38103.0,155.0,265,0
10975,Female,22,1,15.0,1,< 1 Year,No,35063.0,152.0,14,0
10976,Male,35,1,35.0,0,1-2 Year,No,27292.0,124.0,269,0
10977,Female,68,1,30.0,1,1-2 Year,No,31303.0,152.0,245,0
10978,Female,28,1,8.0,0,1-2 Year,Yes,2630.0,124.0,117,1
10979,Female,70,1,28.0,0,1-2 Year,Yes,49977.0,125.0,217,1
10980,Male,21,1,36.0,1,< 1 Year,Yes,32012.0,160.0,71,0
10981,Female,29,1,41.0,1,< 1 Year,Yes,39254.0,26.0,125,0
10982,Male,54,1,28.0,0,1-2 Year,Yes,43852.0,26.0,143,0
10983,Female,29,1,18.0,1,< 1 Year,No,2630.0,153.0,231,0
10984,Male,21,1,25.0,0,< 1 Year,Yes,25869.0,160.0,178,0
10985,Female,22,1,33.0,1,< 1 Year,No,34069.0,152.0,228,0
10986,Male,21,1,13.0,0,< 1 Year,No,2630.0,152.0,80,0
10987,Male,72,1,28.0,0,1-2 Year,Yes,36699.0,122.0,171,1
10988,Male,24,1,8.0,1,< 1 Year,No,2630.0,152.0,132,0
10989,Female,21,1,36.0,0,< 1 Year,No,30974.0,160.0,243,0
10990,Male,32,1,15.0,1,< 1 Year,No,26389.0,152.0,30,0
10991,Female,41,1,15.0,0,1-2 Year,Yes,2630.0,160.0,173,0
10992,Female,21,1,28.0,1,< 1 Year,No,44713.0,152.0,199,0
10993,Female,54,1,28.0,0,1-2 Year,Yes,35439.0,154.0,75,0
10994,Male,61,1,33.0,0,1-2 Year,Yes,30954.0,124.0,87,0
10995,Male,24,1,35.0,1,< 1 Year,No,2630.0,152.0,35,0
10996,Male,52,1,12.0,1,1-2 Year,No,2630.0,26.0,212,0
10997,Female,24,1,46.0,1,< 1 Year,No,2630.0,152.0,134,0
10998,Male,30,1,41.0,1,< 1 Year,No,49655.0,152.0,294,0
10999,Female,52,1,5.0,0,1-2 Year,Yes,24251.0,26.0,115,0
11000,Male,32,1,36.0,0,1-2 Year,Yes,2630.0,156.0,30,1
11001,Female,28,1,28.0,1,< 1 Year,No,23682.0,152.0,62,0
11002,Male,74,1,8.0,0,1-2 Year,Yes,2630.0,30.0,201,0
11003,Female,25,1,3.0,0,< 1 Year,Yes,31892.0,124.0,75,0
11004,Male,40,1,36.0,0,1-2 Year,Yes,35318.0,26.0,164,1
11005,Male,44,1,50.0,0,1-2 Year,Yes,53205.0,26.0,288,1
11006,Male,53,1,28.0,0,1-2 Year,Yes,51939.0,55.0,185,0
11007,Male,21,1,46.0,1,< 1 Year,No,27369.0,152.0,255,0
11008,Male,77,1,20.0,0,> 2 Years,Yes,2630.0,15.0,139,0
11009,Female,36,1,28.0,0,1-2 Year,No,30125.0,125.0,170,0
11010,Female,48,1,51.0,1,1-2 Year,No,2630.0,124.0,274,0
11011,Male,54,1,28.0,0,1-2 Year,Yes,36396.0,124.0,246,0
11012,Female,31,1,21.0,1,< 1 Year,No,25335.0,152.0,182,0
11013,Male,49,1,28.0,0,1-2 Year,Yes,23841.0,124.0,181,0
11014,Male,52,1,28.0,0,1-2 Year,Yes,33797.0,26.0,191,0
11015,Male,54,1,39.0,0,1-2 Year,Yes,34372.0,26.0,118,0
11016,Female,30,1,2.0,1,< 1 Year,No,33658.0,152.0,261,0
11017,Female,25,1,28.0,1,< 1 Year,No,39735.0,152.0,50,0
11018,Female,25,1,16.0,0,< 1 Year,Yes,25373.0,152.0,152,1
11019,Male,42,1,29.0,0,1-2 Year,Yes,32994.0,26.0,158,0
11020,Female,27,1,36.0,0,< 1 Year,No,33227.0,152.0,245,0
11021,Male,70,1,28.0,0,1-2 Year,No,45450.0,26.0,267,0
11022,Female,23,1,15.0,0,< 1 Year,No,30345.0,160.0,163,0
11023,Male,62,1,48.0,0,1-2 Year,Yes,2630.0,26.0,13,0
11024,Male,24,1,14.0,1,< 1 Year,No,50646.0,152.0,269,0
11025,Male,45,1,23.0,0,1-2 Year,Yes,24487.0,124.0,255,1
11026,Male,28,1,35.0,1,< 1 Year,No,20779.0,152.0,106,0
11027,Male,30,1,30.0,1,< 1 Year,No,27711.0,152.0,155,0
11028,Male,20,1,41.0,0,1-2 Year,Yes,2630.0,157.0,292,0
11029,Female,41,1,26.0,1,1-2 Year,No,26682.0,26.0,36,0
11030,Male,22,1,28.0,1,< 1 Year,No,27373.0,152.0,240,0
11031,Male,42,1,29.0,0,1-2 Year,Yes,36407.0,157.0,94,0
11032,Female,51,1,28.0,0,1-2 Year,Yes,47944.0,122.0,230,0
11033,Male,38,1,8.0,1,1-2 Year,No,2630.0,152.0,267,0
11034,Female,28,1,15.0,1,< 1 Year,No,29537.0,152.0,146,0
11035,Female,43,1,38.0,1,1-2 Year,No,2630.0,122.0,229,0
11036,Female,53,1,28.0,1,1-2 Year,No,37549.0,26.0,55,0
11037,Female,24,1,29.0,1,< 1 Year,No,21740.0,152.0,131,0
11038,Male,68,1,12.0,1,1-2 Year,No,2630.0,26.0,35,0
11039,Male,45,1,11.0,1,1-2 Year,No,31356.0,124.0,221,0
11040,Male,25,1,20.0,0,< 1 Year,Yes,64867.0,152.0,184,0
11041,Female,22,1,27.0,0,< 1 Year,Yes,28211.0,152.0,169,0
11042,Male,52,1,28.0,1,1-2 Year,No,37408.0,26.0,205,0
11043,Male,29,1,5.0,0,< 1 Year,No,24732.0,26.0,10,0
11044,Female,33,1,41.0,1,< 1 Year,No,22885.0,152.0,13,0
11045,Male,21,1,46.0,0,< 1 Year,Yes,38043.0,152.0,95,0
11046,Male,22,1,32.0,1,< 1 Year,No,25644.0,152.0,17,0
11047,Female,29,1,29.0,1,< 1 Year,No,39120.0,152.0,19,0
11048,Female,22,1,35.0,1,< 1 Year,Yes,41252.0,152.0,39,0
11049,Female,22,1,35.0,1,< 1 Year,No,22450.0,160.0,18,0
11050,Female,64,1,47.0,1,1-2 Year,No,39908.0,26.0,180,0
11051,Female,42,1,50.0,0,1-2 Year,Yes,36825.0,148.0,273,0
11052,Female,26,1,2.0,1,< 1 Year,No,2630.0,152.0,60,0
11053,Male,54,1,48.0,1,1-2 Year,No,2630.0,26.0,23,0
11054,Female,24,1,36.0,0,< 1 Year,No,40045.0,152.0,14,0
11055,Male,48,1,28.0,0,1-2 Year,Yes,29584.0,124.0,65,1
11056,Male,52,1,6.0,0,1-2 Year,No,28584.0,26.0,175,0
11057,Female,24,1,10.0,0,< 1 Year,Yes,22939.0,152.0,249,0
11058,Female,36,1,28.0,0,1-2 Year,Yes,31952.0,124.0,49,1
11059,Female,22,1,46.0,0,< 1 Year,Yes,26222.0,152.0,224,0
11060,Male,44,1,48.0,0,1-2 Year,Yes,2630.0,124.0,245,0
11061,Male,48,1,6.0,0,1-2 Year,Yes,22611.0,26.0,288,0
11062,Female,29,1,46.0,1,< 1 Year,No,14366.0,152.0,83,0
11063,Male,69,1,28.0,0,1-2 Year,Yes,52965.0,26.0,162,0
11064,Female,64,1,45.0,0,> 2 Years,Yes,43905.0,155.0,183,0
11065,Female,65,1,28.0,1,1-2 Year,No,47726.0,26.0,165,0
11066,Male,52,1,6.0,1,1-2 Year,No,2630.0,26.0,39,0
11067,Male,26,1,28.0,1,< 1 Year,No,43593.0,152.0,169,0
11068,Male,28,1,16.0,1,< 1 Year,No,22870.0,151.0,191,0
11069,Female,22,1,43.0,0,< 1 Year,No,2630.0,152.0,145,0
11070,Female,25,1,45.0,1,< 1 Year,No,31708.0,152.0,160,0
11071,Male,23,1,21.0,1,< 1 Year,No,32306.0,151.0,280,0
11072,Female,26,1,46.0,1,< 1 Year,No,19305.0,152.0,217,0
11073,Male,63,1,11.0,0,1-2 Year,Yes,30110.0,124.0,118,1
11074,Male,44,1,17.0,0,1-2 Year,Yes,31267.0,124.0,274,0
11075,Female,28,1,43.0,0,1-2 Year,Yes,2630.0,156.0,266,0
11076,Male,40,1,35.0,0,1-2 Year,Yes,29242.0,26.0,128,1
11077,Female,24,1,9.0,0,< 1 Year,Yes,40500.0,152.0,141,0
11078,Male,24,1,35.0,1,< 1 Year,No,33268.0,152.0,145,0
11079,Male,69,1,37.0,1,1-2 Year,No,27629.0,125.0,101,0
11080,Male,41,1,8.0,1,1-2 Year,No,37603.0,26.0,287,0
11081,Female,31,1,28.0,0,< 1 Year,Yes,38780.0,124.0,189,0
11082,Male,29,1,8.0,0,< 1 Year,Yes,40870.0,154.0,94,0
11083,Male,23,1,24.0,0,< 1 Year,Yes,36186.0,152.0,156,0
11084,Female,52,1,19.0,1,1-2 Year,No,26073.0,124.0,201,0
11085,Female,34,1,25.0,0,1-2 Year,Yes,20924.0,124.0,137,0
11086,Male,77,1,41.0,1,1-2 Year,No,25499.0,124.0,158,0
11087,Female,24,1,47.0,0,< 1 Year,Yes,38203.0,152.0,205,1
11088,Male,20,1,47.0,0,< 1 Year,Yes,26504.0,160.0,57,0
11089,Male,46,1,28.0,0,1-2 Year,Yes,25865.0,128.0,103,0
11090,Male,44,1,3.0,1,1-2 Year,No,2630.0,26.0,280,0
11091,Female,26,1,41.0,1,< 1 Year,No,20032.0,152.0,56,0
11092,Male,23,1,11.0,0,< 1 Year,Yes,2630.0,152.0,247,0
11093,Female,44,1,30.0,0,1-2 Year,Yes,35424.0,26.0,221,0
11094,Female,23,1,41.0,1,< 1 Year,No,32448.0,152.0,12,0
11095,Male,44,1,11.0,1,1-2 Year,No,28065.0,124.0,107,0
11096,Female,24,1,36.0,0,< 1 Year,Yes,30780.0,152.0,139,0
11097,Male,26,1,36.0,1,< 1 Year,No,36784.0,26.0,109,0
11098,Female,21,1,13.0,1,< 1 Year,No,20131.0,160.0,275,0
11099,Male,52,1,28.0,0,1-2 Year,Yes,2630.0,124.0,90,0
11100,Female,52,1,39.0,1,1-2 Year,No,27210.0,122.0,68,0
11101,Male,58,1,15.0,0,1-2 Year,Yes,25144.0,124.0,163,0
11102,Male,29,1,33.0,1,1-2 Year,No,2630.0,154.0,274,0
11103,Male,43,1,8.0,0,1-2 Year,Yes,32539.0,124.0,208,1
11104,Male,51,1,8.0,0,> 2 Years,Yes,59131.0,124.0,150,0
11105,Male,60,1,28.0,0,1-2 Year,Yes,24028.0,26.0,283,0
11106,Female,67,1,28.0,0,1-2 Year,Yes,32475.0,26.0,211,0
11107,Female,24,1,41.0,1,< 1 Year,No,29337.0,152.0,223,0
11108,Male,25,1,30.0,0,< 1 Year,Yes,26261.0,152.0,119,0
11109,Male,59,1,6.0,1,1-2 Year,No,16624.0,152.0,130,0
11110,Male,26,1,47.0,1,< 1 Year,No,33700.0,152.0,38,0
11111,Female,22,1,10.0,1,< 1 Year,No,20620.0,152.0,40,0
11112,Female,24,1,8.0,0,< 1 Year,Yes,49775.0,152.0,294,0
11113,Male,37,1,38.0,0,> 2 Years,Yes,31346.0,124.0,25,0
11114,Female,20,1,30.0,0,< 1 Year,Yes,26385.0,160.0,134,0
11115,Male,23,1,28.0,1,< 1 Year,No,49460.0,152.0,179,0
11116,Female,41,1,33.0,0,1-2 Year,Yes,26449.0,154.0,78,0
11117,Male,70,1,28.0,0,1-2 Year,Yes,2630.0,26.0,187,0
11118,Female,30,1,13.0,1,< 1 Year,No,2630.0,160.0,287,0
11119,Female,43,1,46.0,0,1-2 Year,Yes,45109.0,26.0,157,0
11120,Male,25,1,14.0,0,< 1 Year,Yes,26869.0,152.0,170,0
11121,Female,24,1,11.0,1,< 1 Year,No,31163.0,152.0,125,0
11122,Female,29,1,28.0,1,< 1 Year,No,31947.0,152.0,203,0
11123,Female,23,1,40.0,1,< 1 Year,No,23851.0,152.0,43,0
11124,Female,23,1,37.0,1,< 1 Year,No,19874.0,152.0,173,0
11125,Female,53,1,9.0,0,1-2 Year,Yes,28374.0,124.0,159,0
11126,Male,49,1,4.0,0,1-2 Year,Yes,32379.0,124.0,141,0
11127,Female,44,1,7.0,1,1-2 Year,No,54786.0,124.0,136,0
11128,Female,43,1,8.0,0,1-2 Year,Yes,44543.0,26.0,117,0
11129,Female,57,1,8.0,1,1-2 Year,No,30559.0,152.0,79,0
11130,Male,80,1,28.0,1,1-2 Year,No,67433.0,26.0,22,0
11131,Male,27,1,50.0,0,< 1 Year,Yes,2630.0,156.0,182,0
11132,Male,21,1,44.0,1,< 1 Year,No,2630.0,160.0,86,0
11133,Male,72,1,28.0,1,1-2 Year,No,37422.0,29.0,140,0
11134,Female,45,1,28.0,0,1-2 Year,No,37122.0,124.0,138,0
11135,Male,47,1,46.0,1,1-2 Year,No,31034.0,26.0,79,0
11136,Female,47,1,36.0,0,1-2 Year,No,38269.0,124.0,184,0
11137,Female,25,1,28.0,1,< 1 Year,No,48648.0,152.0,90,0
11138,Female,25,1,28.0,1,< 1 Year,No,33339.0,152.0,242,0
11139,Female,27,1,41.0,0,< 1 Year,Yes,30265.0,152.0,284,0
11140,Male,28,1,28.0,1,< 1 Year,No,28541.0,152.0,292,0
11141,Male,45,1,28.0,1,1-2 Year,No,38468.0,124.0,209,0
11142,Male,35,1,35.0,0,1-2 Year,Yes,28950.0,26.0,110,1
11143,Male,21,1,28.0,1,< 1 Year,No,35373.0,152.0,67,0
11144,Female,37,1,15.0,0,1-2 Year,Yes,38733.0,124.0,257,1
11145,Female,57,1,28.0,0,1-2 Year,Yes,40133.0,26.0,27,0
11146,Male,44,1,8.0,0,> 2 Years,Yes,28547.0,157.0,183,0
11147,Male,72,1,28.0,0,1-2 Year,Yes,34655.0,23.0,229,1
11148,Male,38,1,28.0,1,1-2 Year,No,58961.0,26.0,230,0
11149,Female,24,1,28.0,0,< 1 Year,Yes,47525.0,152.0,146,0
11150,Female,28,1,41.0,1,< 1 Year,No,25952.0,152.0,102,0
11151,Female,20,1,8.0,0,< 1 Year,Yes,44729.0,160.0,15,0
11152,Male,78,1,8.0,0,1-2 Year,Yes,60577.0,25.0,81,1
11153,Male,25,1,8.0,1,< 1 Year,No,29277.0,152.0,112,0
11154,Male,24,1,34.0,0,< 1 Year,Yes,34352.0,152.0,243,0
11155,Male,23,1,41.0,1,< 1 Year,No,2630.0,160.0,122,0
11156,Male,26,1,41.0,1,< 1 Year,No,36314.0,152.0,283,0
11157,Male,47,1,8.0,1,1-2 Year,No,2630.0,124.0,125,0
11158,Female,57,1,28.0,1,1-2 Year,No,42359.0,26.0,287,0
11159,Male,64,1,12.0,0,1-2 Year,No,23045.0,26.0,200,0
11160,Male,26,1,41.0,1,< 1 Year,No,24564.0,152.0,50,0
11161,Male,42,1,28.0,0,1-2 Year,Yes,2630.0,124.0,92,0
11162,Female,24,1,9.0,1,< 1 Year,No,26591.0,152.0,19,0
11163,Female,72,1,28.0,0,1-2 Year,Yes,48272.0,122.0,218,0
11164,Male,44,1,33.0,0,1-2 Year,Yes,28960.0,124.0,256,1
11165,Female,28,1,28.0,1,< 1 Year,No,41707.0,152.0,92,0
11166,Female,49,1,10.0,1,1-2 Year,Yes,2630.0,156.0,164,0
11167,Female,35,1,28.0,0,1-2 Year,Yes,40086.0,12.0,297,0
11168,Male,21,1,36.0,1,< 1 Year,No,43525.0,160.0,211,0
11169,Male,47,1,28.0,1,1-2 Year,No,37128.0,124.0,247,0
11170,Female,39,1,28.0,0,> 2 Years,Yes,43642.0,124.0,243,1
11171,Female,23,1,35.0,0,1-2 Year,Yes,36720.0,26.0,88,1
11172,Female,27,1,36.0,1,< 1 Year,No,52837.0,152.0,130,0
11173,Female,70,1,47.0,0,> 2 Years,Yes,39612.0,26.0,208,1
11174,Female,38,1,28.0,1,1-2 Year,No,35676.0,26.0,103,0
11175,Male,50,1,50.0,0,1-2 Year,Yes,23244.0,8.0,72,0
11176,Male,60,1,35.0,0,1-2 Year,Yes,32260.0,116.0,46,0
11177,Female,22,1,26.0,0,< 1 Year,Yes,30706.0,152.0,266,0
11178,Male,24,1,28.0,1,< 1 Year,Yes,21117.0,152.0,259,0
11179,Male,25,1,28.0,1,< 1 Year,No,31594.0,152.0,109,0
11180,Male,26,1,46.0,0,< 1 Year,Yes,27293.0,152.0,93,0
11181,Female,24,1,41.0,1,< 1 Year,No,30793.0,152.0,125,0
11182,Female,51,1,29.0,1,1-2 Year,No,26877.0,26.0,102,0
11183,Male,54,1,33.0,0,1-2 Year,Yes,42229.0,26.0,127,0
11184,Male,30,1,28.0,0,1-2 Year,Yes,49813.0,124.0,225,0
11185,Male,63,1,39.0,0,1-2 Year,Yes,18609.0,124.0,28,1
11186,Male,22,1,34.0,0,< 1 Year,No,32329.0,152.0,17,0
11187,Female,21,1,8.0,1,< 1 Year,No,34453.0,160.0,69,0
11188,Male,55,1,8.0,0,1-2 Year,Yes,29882.0,26.0,148,0
11189,Female,24,1,28.0,0,< 1 Year,Yes,43878.0,152.0,186,1
11190,Male,50,1,35.0,1,1-2 Year,No,2630.0,26.0,197,0
11191,Male,35,1,23.0,1,1-2 Year,No,2630.0,152.0,224,0
11192,Female,41,1,18.0,0,1-2 Year,Yes,29706.0,131.0,101,0
11193,Male,75,1,28.0,0,1-2 Year,Yes,37891.0,26.0,133,0
11194,Male,69,1,28.0,0,1-2 Year,Yes,32565.0,26.0,73,0
11195,Female,24,1,27.0,0,< 1 Year,No,2630.0,151.0,35,0
11196,Male,28,1,41.0,0,< 1 Year,Yes,2630.0,152.0,74,0
11197,Female,56,1,41.0,0,1-2 Year,Yes,32752.0,152.0,32,0
11198,Male,31,1,18.0,1,< 1 Year,No,27215.0,152.0,271,0
11199,Female,47,1,3.0,1,1-2 Year,No,24666.0,124.0,133,0
11200,Male,57,1,41.0,1,1-2 Year,Yes,33739.0,26.0,98,0
11201,Female,48,1,8.0,1,1-2 Year,No,33720.0,152.0,143,0
11202,Female,54,1,41.0,1,1-2 Year,No,26850.0,26.0,263,0
11203,Male,58,1,45.0,0,1-2 Year,Yes,37625.0,26.0,47,0
11204,Male,34,1,30.0,0,1-2 Year,Yes,2630.0,163.0,16,0
11205,Male,35,1,30.0,1,1-2 Year,No,27740.0,152.0,144,0
11206,Female,55,1,28.0,0,1-2 Year,Yes,83321.0,26.0,102,0
11207,Male,67,1,8.0,1,1-2 Year,No,33437.0,19.0,270,0
11208,Male,33,1,11.0,1,< 1 Year,No,27632.0,152.0,167,0
11209,Female,31,1,28.0,0,< 1 Year,Yes,51937.0,122.0,190,1
11210,Male,25,1,52.0,1,< 1 Year,No,47124.0,152.0,280,0
11211,Female,54,1,28.0,0,1-2 Year,Yes,40167.0,124.0,63,1
11212,Female,46,1,28.0,1,1-2 Year,Yes,56747.0,26.0,31,0
11213,Female,44,1,28.0,1,1-2 Year,No,74453.0,26.0,64,0
11214,Female,25,1,8.0,0,< 1 Year,Yes,38420.0,152.0,251,0
11215,Female,24,1,45.0,0,< 1 Year,Yes,2630.0,152.0,283,0
11216,Male,28,1,46.0,0,< 1 Year,No,36874.0,152.0,127,0
11217,Male,22,1,14.0,1,< 1 Year,No,30457.0,152.0,163,0
11218,Female,26,1,30.0,1,< 1 Year,No,27999.0,152.0,155,0
11219,Male,54,1,28.0,0,1-2 Year,Yes,38916.0,29.0,125,0
11220,Female,23,1,50.0,1,< 1 Year,No,48895.0,152.0,109,0
11221,Male,34,1,39.0,0,1-2 Year,Yes,2630.0,163.0,251,0
11222,Female,21,1,27.0,0,< 1 Year,Yes,30765.0,160.0,261,0
11223,Male,21,1,6.0,1,< 1 Year,No,23173.0,152.0,233,0
11224,Male,24,1,8.0,1,< 1 Year,No,24041.0,152.0,173,0
11225,Male,78,1,45.0,1,1-2 Year,No,29907.0,26.0,145,0
11226,Female,26,1,8.0,1,< 1 Year,No,41512.0,151.0,48,0
11227,Male,34,1,23.0,0,1-2 Year,Yes,2630.0,157.0,134,0
11228,Male,35,1,2.0,0,1-2 Year,Yes,20042.0,152.0,63,0
11229,Male,42,1,29.0,0,1-2 Year,Yes,103415.0,124.0,75,0
11230,Female,22,1,36.0,0,< 1 Year,Yes,34280.0,152.0,250,0
11231,Female,24,1,29.0,0,< 1 Year,Yes,39276.0,152.0,183,0
11232,Female,26,1,12.0,1,< 1 Year,No,22294.0,152.0,287,0
11233,Male,22,1,8.0,1,< 1 Year,No,32615.0,152.0,135,0
11234,Female,80,1,50.0,1,1-2 Year,No,43684.0,124.0,236,0
11235,Female,27,1,41.0,1,< 1 Year,No,37137.0,152.0,26,0
11236,Female,43,1,41.0,0,> 2 Years,Yes,2630.0,157.0,161,0
11237,Female,67,1,28.0,0,> 2 Years,Yes,44954.0,26.0,12,1
11238,Male,21,1,47.0,1,< 1 Year,No,27922.0,160.0,41,0
11239,Male,22,1,34.0,0,< 1 Year,Yes,24382.0,152.0,188,0
11240,Male,65,1,43.0,0,1-2 Year,Yes,48043.0,124.0,232,1
11241,Male,33,1,41.0,0,1-2 Year,Yes,21600.0,124.0,178,1
11242,Female,60,1,28.0,0,1-2 Year,No,45369.0,26.0,28,0
11243,Female,20,1,10.0,1,< 1 Year,No,21358.0,160.0,223,0
11244,Female,55,1,4.0,0,1-2 Year,Yes,29109.0,124.0,233,0
11245,Female,23,1,9.0,0,< 1 Year,Yes,24702.0,152.0,76,0
11246,Female,34,1,28.0,0,1-2 Year,Yes,39573.0,122.0,56,0
11247,Female,21,1,29.0,0,< 1 Year,Yes,2630.0,160.0,40,0
11248,Male,61,1,28.0,0,1-2 Year,Yes,2630.0,52.0,107,1
11249,Female,26,1,40.0,0,< 1 Year,No,2630.0,26.0,249,0
11250,Male,47,1,28.0,0,1-2 Year,Yes,24576.0,26.0,98,0
11251,Female,30,1,35.0,1,< 1 Year,No,29269.0,152.0,108,0
11252,Male,73,1,8.0,0,1-2 Year,No,55949.0,26.0,275,0
11253,Female,40,1,12.0,0,1-2 Year,Yes,25844.0,154.0,258,1
11254,Female,73,1,30.0,0,1-2 Year,Yes,2630.0,156.0,263,1
11255,Female,32,1,33.0,0,1-2 Year,Yes,2630.0,156.0,236,0
11256,Female,46,1,28.0,0,1-2 Year,Yes,41840.0,26.0,77,1
11257,Male,24,1,46.0,1,< 1 Year,No,38064.0,152.0,218,0
11258,Male,39,1,29.0,1,1-2 Year,No,40011.0,124.0,121,0
11259,Male,22,1,32.0,0,< 1 Year,Yes,26594.0,152.0,77,0
11260,Female,23,1,10.0,1,< 1 Year,No,33928.0,152.0,141,0
11261,Male,39,1,30.0,0,1-2 Year,Yes,31014.0,124.0,230,0
11262,Male,44,1,8.0,0,1-2 Year,Yes,30990.0,26.0,268,0
11263,Male,23,1,8.0,1,< 1 Year,No,29925.0,152.0,222,0
11264,Male,25,1,30.0,0,< 1 Year,Yes,30947.0,152.0,255,0
11265,Female,21,1,33.0,1,< 1 Year,No,35852.0,152.0,75,0
11266,Female,27,1,35.0,1,< 1 Year,No,23851.0,26.0,108,0
11267,Female,27,1,30.0,1,< 1 Year,No,27159.0,152.0,253,0
11268,Male,26,1,28.0,1,< 1 Year,No,59500.0,152.0,40,0
11269,Male,55,1,28.0,0,1-2 Year,Yes,34647.0,26.0,51,1
11270,Male,58,1,45.0,1,1-2 Year,No,37815.0,124.0,253,0
11271,Female,46,1,28.0,0,1-2 Year,Yes,48084.0,26.0,74,0
11272,Male,27,1,28.0,0,1-2 Year,Yes,2630.0,156.0,118,0
11273,Female,30,1,28.0,0,1-2 Year,Yes,2630.0,156.0,36,0
11274,Male,58,1,25.0,0,1-2 Year,No,43242.0,124.0,22,0
11275,Male,23,1,8.0,1,< 1 Year,No,44136.0,152.0,210,0
11276,Male,25,1,30.0,0,< 1 Year,Yes,29637.0,154.0,150,0
11277,Female,25,1,46.0,1,< 1 Year,No,27991.0,152.0,32,0
11278,Male,46,1,28.0,0,1-2 Year,Yes,39557.0,26.0,277,0
11279,Male,43,1,6.0,0,1-2 Year,Yes,35186.0,124.0,86,1
11280,Female,22,1,30.0,0,< 1 Year,No,27744.0,152.0,255,0
11281,Female,20,1,36.0,0,< 1 Year,Yes,2630.0,160.0,70,0
11282,Female,23,1,10.0,1,< 1 Year,No,29772.0,152.0,194,0
11283,Male,24,1,29.0,1,< 1 Year,No,24621.0,152.0,17,0
11284,Male,32,1,41.0,0,1-2 Year,Yes,24460.0,156.0,136,0
11285,Female,67,1,28.0,0,1-2 Year,Yes,31687.0,124.0,230,0
11286,Male,52,1,50.0,0,1-2 Year,Yes,23831.0,124.0,173,0
11287,Female,49,1,28.0,0,1-2 Year,Yes,72227.0,120.0,71,0
11288,Male,25,1,41.0,1,< 1 Year,No,24727.0,152.0,26,0
11289,Male,39,1,28.0,0,1-2 Year,Yes,31936.0,124.0,210,0
11290,Female,22,1,12.0,1,< 1 Year,No,24480.0,152.0,185,0
11291,Male,63,1,28.0,1,1-2 Year,No,24458.0,26.0,68,0
11292,Female,48,1,28.0,0,> 2 Years,Yes,44392.0,26.0,261,0
11293,Male,31,1,28.0,0,1-2 Year,Yes,27844.0,124.0,240,0
11294,Female,79,1,26.0,1,1-2 Year,Yes,30928.0,22.0,200,0
11295,Male,78,1,14.0,0,1-2 Year,Yes,29649.0,122.0,254,0
11296,Male,80,1,41.0,0,1-2 Year,Yes,58040.0,26.0,276,0
11297,Female,45,1,47.0,0,1-2 Year,Yes,28336.0,124.0,185,0
11298,Female,31,1,8.0,1,< 1 Year,No,48428.0,152.0,154,0
11299,Male,23,1,47.0,1,< 1 Year,No,37224.0,152.0,62,0
11300,Female,22,1,27.0,0,< 1 Year,Yes,23462.0,152.0,10,0
11301,Male,72,1,3.0,1,1-2 Year,No,26523.0,26.0,182,0
